budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,Component1,Component2,Component3,Component4,Component5,cluster,Segment
8000000.0,Columbia Pictures Corporation,USA,Rob Reiner,Adventure,52287414.0,Stand by Me,R,1986-08-22,89,8.1,Wil Wheaton,299174,Stephen King,1986,-0.0884000753651437,0.5450242988672376,0,first
6000000.0,Paramount Pictures,USA,John Hughes,Comedy,70136369.0,Ferris Bueller's Day Off,PG-13,1986-06-11,103,7.8,Matthew Broderick,264740,John Hughes,1986,0.09028092115712102,0.8001083402867806,0,first
15000000.0,Paramount Pictures,USA,Tony Scott,Action,179800601.0,Top Gun,PG,1986-05-16,110,6.9,Tom Cruise,236909,Jim Cash,1986,1.594717036615764,1.960730753707636,1,second
18500000.0,Twentieth Century Fox Film Corporation,USA,James Cameron,Action,85160248.0,Aliens,R,1986-07-18,137,8.4,Sigourney Weaver,540152,James Cameron,1986,0.5115954780439083,0.7439038665655296,3,fourth
9000000.0,Walt Disney Pictures,USA,Randal Kleiser,Adventure,18564613.0,Flight of the Navigator,PG,1986-08-01,90,6.9,Joey Cramer,36636,Mark H. Baker,1986,-0.4790648173668448,0.11615803441688549,0,first
6000000.0,Hemdale,UK,Oliver Stone,Drama,138530565.0,Platoon,R,1987-02-06,120,8.1,Charlie Sheen,317585,Oliver Stone,1986,0.9213382862224069,1.6311657053520665,1,second
25000000.0,Henson Associates (HA),UK,Jim Henson,Adventure,12729917.0,Labyrinth,PG,1986-06-27,101,7.4,David Bowie,102879,Dennis Lee,1986,-0.2443499853204204,-0.2603514927149791,0,first
6000000.0,De Laurentiis Entertainment Group (DEG),USA,David Lynch,Drama,8551228.0,Blue Velvet,R,1986-10-23,120,7.8,Isabella Rossellini,146768,David Lynch,1986,-0.6580396674295687,0.05178775170009076,0,first
9000000.0,Paramount Pictures,USA,Howard Deutch,Comedy,40471663.0,Pretty in Pink,PG-13,1986-02-28,96,6.8,Molly Ringwald,60565,John Hughes,1986,-0.21287241634273804,0.38235043544099234,0,first
15000000.0,SLM Production Group,USA,David Cronenberg,Drama,40456565.0,The Fly,R,1986-08-15,96,7.5,Jeff Goldblum,129698,George Langelaan,1986,-0.09845130468210918,0.2675624124097627,0,first
8800000.0,Rimfire Films,Australia,Peter Faiman,Adventure,174635000.0,Crocodile Dundee,PG-13,1986-09-26,97,6.5,Paul Hogan,79465,Ken Shadie,1986,1.4135251378327685,2.0163882941062274,1,second
16000000.0,Thorn EMI Screen Entertainment,UK,Russell Mulcahy,Action,5900000.0,Highlander,R,1986-03-07,116,7.2,Christopher Lambert,104860,Gregory Widen,1986,-0.4992471068241749,-0.1714349121809461,0,first
6000000.0,Twentieth Century Fox Film Corporation,USA,David Seltzer,Comedy,8200000.0,Lucas,PG-13,1986-03-28,100,6.8,Corey Haim,12228,David Seltzer,1986,-0.6623074362358157,0.04751998289384368,0,first
25000000.0,Twentieth Century Fox Film Corporation,USA,John Carpenter,Action,11100000.0,Big Trouble in Little China,PG-13,1986-07-02,99,7.3,Kurt Russell,101678,Gary Goldman,1986,-0.2641550946208515,-0.28015660201541026,0,first
15000000.0,De Laurentiis Entertainment Group (DEG),USA,Michael Mann,Crime,8620929.0,Manhunter,R,1986-08-15,120,7.2,William Petersen,54000,Thomas Harris,1986,-0.48528588007996015,-0.11927216298808832,0,first
17000000.0,Producers Sales Organization (PSO),USA,Adrian Lyne,Drama,6734844.0,9� Weeks,R,1986-02-21,117,5.9,Mickey Rourke,31798,Elizabeth McNeill,1986,-0.47000216238757364,-0.180391490192988,0,first
10000000.0,De Laurentiis Entertainment Group (DEG),USA,Stephen King,Action,7433663.0,Maximum Overdrive,R,1986-07-25,98,5.4,Emilio Estevez,24881,Stephen King,1986,-0.5952161465051818,-0.0381948171700947,0,first
25000000.0,"Geffen Company, The",USA,Frank Oz,Comedy,38747385.0,Little Shop of Horrors,PG-13,1986-12-19,94,6.9,Rick Moranis,53327,Howard Ashman,1986,0.07178807413933637,0.055786566744777714,3,fourth
2700000.0,New Century Entertainment Corporation,USA,Mike Marvin,Action,3500000.0,The Wraith,PG-13,1986-11-21,93,5.9,Charlie Sheen,11635,Mike Marvin,1986,-0.7824496131927727,0.053442830017408766,0,first
35000000.0,Universal Pictures,USA,Willard Huyck,Action,16295774.0,Howard the Duck,PG,1986-08-01,110,4.6,Lea Thompson,36020,Steve Gerber,1986,-0.010013671287661617,-0.40803040316865097,3,fourth
2000000.0,New Line Cinema,USA,Stephen Herek,Action,13167232.0,Critters,PG-13,1986-04-11,82,6.0,Dee Wallace,25517,Domonic Muir,1986,-0.678353682179168,0.18427982674506363,0,first
11000000.0,Orion Pictures,USA,Alan Metter,Comedy,91258000.0,Back to School,PG-13,1986-06-13,96,6.6,Rodney Dangerfield,23120,Rodney Dangerfield,1986,0.44243350789662694,0.9612533147830712,3,fourth
4700000.0,Cannon Films,USA,Tobe Hooper,Comedy,8025872.0,The Texas Chainsaw Massacre 2,UNRATED,1986-08-22,89,5.6,Dennis Hopper,21253,L.M. Kit Carson,1986,-0.6892542538556495,0.0702351444572459,0,first
15000000.0,Jay Weston Productions,USA,Clint Eastwood,Action,42724017.0,Heartbreak Ridge,R,1986-12-05,130,6.8,Clint Eastwood,32954,James Carabatsos,1986,-0.07089951235557898,0.2951142047362929,0,first
25000000.0,Paramount Pictures,USA,Leonard Nimoy,Adventure,109713132.0,Star Trek IV: The Voyage Home,PG,1986-11-26,119,7.3,William Shatner,66366,Gene Roddenberry,1986,0.9340923362101903,0.9180908288156318,1,second
0.0,TriStar Pictures,USA,John Badham,Comedy,40697761.0,Short Circuit,PG,1986-05-09,98,6.6,Ally Sheedy,47068,S.S. Wilson,1986,-0.38203195225134784,0.5570046015701702,0,first
0.0,Neue Constantin Film,Italy,Jean-Jacques Annaud,Crime,7153487.0,The Name of the Rose,R,1986-09-24,130,7.8,Sean Connery,86991,Umberto Eco,1986,-0.7896281752330145,0.14940837858850345,0,first
0.0,TriStar Pictures,USA,Sidney J. Furie,Action,24159872.0,Iron Eagle,PG-13,1986-01-17,117,5.3,Louis Gossett Jr.,11304,Kevin Alyn Elders,1986,-0.582983718042733,0.3560528357787849,0,first
25000000.0,Paramount Pictures,USA,Michael Ritchie,Action,79817937.0,The Golden Child,PG-13,1986-12-12,94,5.9,Eddie Murphy,42997,Dennis Feldman,1986,0.5708360449188538,0.5548345375242952,3,fourth
1900000.0,Hemdale,USA,Tim Hunter,Crime,4600000.0,River's Edge,R,1987-05-08,99,7.1,Crispin Glover,12862,Neal Jimenez,1986,-0.7843641303832161,0.08208953078588002,0,first
25000000.0,L.A. Films,USA,John Landis,Comedy,39246734.0,�Three Amigos!,PG,1986-12-12,104,6.4,Steve Martin,57406,Steve Martin,1986,0.0778556601109294,0.06185415271637073,3,fourth
25000000.0,Warner Bros.,USA,George P. Cosmatos,Action,49042224.0,Cobra,R,1986-05-23,87,5.7,Sylvester Stallone,54851,Paula Gosling,1986,0.19688058598217303,0.1808790785876144,3,fourth
0.0,Gaumont,France,Jean-Jacques Beineix,Drama,2003822.0,Betty Blue,,1986-11-07,120,7.4,Jean-Hugues Anglade,14562,Philippe Djian,1986,-0.8522017162081712,0.0868348376133467,0,first
24500000.0,Warner Bros.,UK,Roland Joff�,Adventure,17218023.0,The Mission,PG,1986-10-31,125,7.5,Robert De Niro,47497,Robert Bolt,1986,-0.19936542342819563,-0.19626616959843282,0,first
13800000.0,Touchstone Pictures,USA,Martin Scorsese,Drama,52293982.0,The Color of Money,R,1986-10-17,119,7.0,Paul Newman,62495,Walter Tevis,1986,0.02246414745491753,0.43431969148516114,0,first
0.0,Columbia Pictures Corporation,USA,John G. Avildsen,Action,115103979.0,The Karate Kid Part II,PG,1986-06-20,113,5.9,Pat Morita,58370,Robert Mark Kamen,1986,0.5220774472589979,1.4611140010805161,1,second
0.0,Lorimar Productions,USA,Nick Castle,Drama,7177431.0,The Boy Who Could Fly,PG,1986-09-26,114,6.5,Lucy Deakins,4623,Nick Castle,1986,-0.7893372318677452,0.14969932195377267,0,first
6000000.0,HBO Films,USA,Robert Harmon,Thriller,5844868.0,The Hitcher,R,1986-02-21,97,7.3,Rutger Hauer,36191,Eric Red,1986,-0.6909246275878556,0.01890279154180373,0,first
10000000.0,Amblin Entertainment,USA,Richard Benjamin,Comedy,37499651.0,The Money Pit,PG,1986-03-26,91,6.3,Tom Hanks,41278,David Giler,1986,-0.22988455074573533,0.32713677858935186,0,first
3000000.0,Paramount Pictures,USA,Tom McLoughlin,Horror,19472057.0,Jason Lives: Friday the 13th Part VI,R,1986-08-01,86,5.9,Thom Mathews,28310,Tom McLoughlin,1986,-0.5826430394424196,0.2417889470331691,0,first
25000000.0,The Saul Zaentz Company,USA,Peter Weir,Adventure,14302779.0,The Mosquito Coast,PG,1986-11-26,117,6.6,Harrison Ford,23076,Paul Theroux,1986,-0.22523815089910046,-0.24123965829365918,0,first
0.0,Universal Pictures,USA,Don Bluth,Animation,47483002.0,An American Tail,G,1986-11-21,80,6.9,Dom DeLuise,41004,Judy Freudberg,1986,-0.2995845395090018,0.6394520143125162,0,first
4000000.0,Initial Pictures,UK,Alex Cox,Biography,2826523.0,Sid and Nancy,R,1986-11-07,112,7.1,Gary Oldman,25032,Alex Cox,1986,-0.7658020376009635,0.020428426425982055,0,first
10000000.0,De Laurentiis Entertainment Group (DEG),USA,John Guillermin,Action,4711220.0,King Kong Lives,PG-13,1986-12-19,105,3.8,Brian Kerwin,4401,Ronald Shusett,1986,-0.6282965310764168,-0.07127520174132965,0,first
4500000.0,Empire Pictures,USA,Stuart Gordon,Horror,1261000.0,From Beyond,R,1986-10-24,86,6.7,Jeffrey Combs,16636,H.P. Lovecraft,1986,-0.775274315275905,-0.008144612473280995,0,first
18000000.0,TriStar Pictures,USA,Francis Ford Coppola,Comedy,41382841.0,Peggy Sue Got Married,PG-13,1986-10-10,103,6.3,Kathleen Turner,28529,Jerry Leichtling,1986,-0.029893848247362156,0.2215153014985806,0,first
19000000.0,Freddie Fields Productions,USA,Brian Gibson,Horror,40996665.0,Poltergeist II: The Other Side,PG-13,1986-05-23,91,5.7,JoBeth Williams,20669,Mark Victor,1986,-0.015485508716417186,0.19772211858088248,0,first
1100000.0,Empire Pictures,USA,John Carl Buechler,Comedy,5450815.0,Troll,PG-13,1986-01-17,82,4.3,Michael Moriarty,7569,Ed Naha,1986,-0.7893064926486096,0.10770838647940077,0,first
0.0,Metro-Goldwyn-Mayer (MGM),USA,Peter Hyams,Action,38500726.0,Running Scared,R,1986-06-27,107,6.5,Gregory Hines,9344,Gary DeVore,1986,-0.4087281081365081,0.5303084456850099,0,first
0.0,Hawn / Sylbert Movie Company,USA,Michael Ritchie,Comedy,26285544.0,Wildcats,R,1986-02-14,106,5.9,Goldie Hawn,10239,Ezra Sacks,1986,-0.5571546934378814,0.3818818603836366,0,first
111000.0,Maljack Productions,USA,John McNaughton,Biography,609939.0,Henry: Portrait of a Serial Killer,UNRATED,1990-09-07,83,7.0,Michael Rooker,25367,Richard Fire,1986,-0.867018593640586,0.06777759118913229,0,first
18000000.0,ABC Motion Pictures,USA,Harry Winer,Adventure,9697739.0,SpaceCamp,PG,1986-06-06,107,5.6,Kate Capshaw,11484,Clifford Green,1986,-0.4148992861348791,-0.16349013638893642,0,first
6400000.0,Orion Pictures,USA,Woody Allen,Comedy,40084041.0,Hannah and Her Sisters,PG-13,1986-03-14,107,8.0,Mia Farrow,56988,Woody Allen,1986,-0.2672443875545567,0.4273024225956454,0,first
14000000.0,Walt Disney Pictures,USA,Ron Clements,Animation,38600000.0,The Great Mouse Detective,G,1986-07-02,74,7.2,Vincent Price,36539,Peter Young,1986,-0.14011117336304033,0.2641040661774746,0,first
8500000.0,De Laurentiis Entertainment Group (DEG),USA,John Irvin,Action,16209459.0,Raw Deal,R,1986-06-06,106,5.5,Arnold Schwarzenegger,24851,Luciano Vincenzoni,1986,-0.5172326566528812,0.0970909563551705,0,first
6000000.0,Sunbow Productions,USA,Nelson Shin,Animation,5849647.0,The Transformers: The Movie,PG,1986-08-08,84,7.3,Orson Welles,33609,Ron Friedman,1986,-0.6908665579945287,0.018960861135130715,0,first
0.0,TaliaFilm II Productions,USA,Hal Needham,Drama,2015882.0,Rad,PG,1986-03-28,91,7.2,Bart Conner,4039,Sam Bernard,1986,-0.8520551752381934,0.0869813785833244,0,first
5000000.0,TriStar Pictures,USA,Fred Dekker,Comedy,591366.0,Night of the Creeps,R,1986-08-22,88,6.8,Jason Lively,16077,Fred Dekker,1986,-0.7738606523992393,-0.025831710820936785,0,first
12000000.0,Cannon Pictures,USA,Tobe Hooper,Horror,4884663.0,Invaders from Mars,PG,1986-06-06,100,5.5,Karen Black,5878,Richard Blake,1986,-0.5879875040294447,-0.10736921959164372,0,first
0.0,Columbia Pictures Corporation,USA,Walter Hill,Drama,5839031.0,Crossroads,R,1986-03-14,99,7.1,Ralph Macchio,11415,John Fusco,1986,-0.8056001202772145,0.13343643354430335,0,first
6000000.0,De Haven Productions,UK,David Anspaugh,Drama,28607524.0,Hoosiers,PG,1987-02-27,114,7.6,Gene Hackman,36604,Angelo Pizzo,1986,-0.4143357644444479,0.2954916546852115,0,first
0.0,Svenska Filminstitutet (SFI),Sweden,Andrei Tarkovsky,Drama,300653.0,Sacrifice,PG,1986-11,149,8.1,Erland Josephson,16571,Andrei Tarkovsky,1986,-0.8728969100138103,0.06613964380770757,0,first
6500000.0,Cinema '85,USA,James Foley,Crime,2347000.0,At Close Range,R,1986-04-18,111,7.0,Sean Penn,11607,Elliott Lewitt,1986,-0.7238768149337445,-0.033150157028406686,0,first
0.0,Blueline Productions,USA,Peter Markle,Drama,15448384.0,Youngblood,R,1986-01-31,110,6.1,Rob Lowe,10412,Peter Markle,1986,-0.6888369437035451,0.2501996101179727,0,first
0.0,Seasonal Film Corporation,USA,Corey Yuen,Action,4662137.0,"No Retreat, No Surrender",PG,1986-05-02,85,5.6,Kurt McKinney,12803,See-Yuen Ng,1986,-0.8199005504862508,0.11913600333526721,0,first
0.0,Universal Pictures,USA,Anthony Perkins,Horror,14481606.0,Psicosis III,R,1986-07-02,93,5.3,Anthony Perkins,10022,Charles Edward Pogue,1986,-0.7005842559649991,0.23845229785651884,0,first
20000000.0,Paramount Pictures,USA,Mike Nichols,Comedy,25314289.0,Heartburn,R,1986-07-25,108,6.1,Meryl Streep,7570,Nora Ephron,1986,-0.18694118120648567,-0.011935076357829057,0,first
15000000.0,Warner Bros.,USA,Michael Chapman,Adventure,1953732.0,The Clan of the Cave Bear,R,1986-01-17,98,5.3,Daryl Hannah,5340,Jean M. Auel,1986,-0.5662989410594494,-0.20028522396757772,0,first
12000000.0,Golan-Globus Productions,USA,Menahem Golan,Action,17768900.0,The Delta Force,R,1986-02-14,125,5.6,Chuck Norris,15819,James Bruner,1986,-0.4314312364172542,0.049187048020546686,0,first
0.0,Warner Bros.,USA,Wes Craven,Drama,8988731.0,Deadly Friend,R,1986-10-10,91,5.5,Matthew Labyorteaux,5419,Diana Henstell,1986,-0.7673281390882535,0.17170841473326443,0,first
0.0,TriStar Pictures,USA,Edward Zwick,Comedy,38702310.0,About Last Night...,R,1986-07-02,113,6.2,Rob Lowe,12307,David Mamet,1986,-0.40627866245723837,0.5327578913642795,0,first
0.0,Balcor Film Investors,USA,Steve Miner,Comedy,27820000.0,Soul Man,PG-13,1986-10-24,104,5.2,C. Thomas Howell,6440,Carol Black,1986,-0.5385095300358785,0.4005270237856394,0,first
0.0,A&M; Films,USA,Savage Steve Holland,Comedy,13431806.0,One Crazy Summer,PG,1986-08-08,93,6.4,John Cusack,11581,Savage Steve Holland,1986,-0.7133403679287326,0.22569618589278537,0,first
0.0,De Laurentiis Entertainment Group (DEG),USA,Charles Martin Smith,Comedy,6797218.0,Trick or Treat,R,1986-10-24,98,5.8,Marc Price,4585,Rhet Topham,1986,-0.7939571971926328,0.1450793566288851,0,first
18000000.0,Paramount Pictures,USA,Ron Howard,Comedy,36611610.0,Gung Ho,PG-13,1986-03-14,112,6.2,Michael Keaton,9965,Edwin Blum,1986,-0.08786904051335183,0.16354010923259088,0,first
0.0,American Filmworks,USA,Sidney Lumet,Crime,25147055.0,The Morning After,R,1986-12-25,103,6.0,Jane Fonda,4943,James Cresson,1986,-0.5709884647785929,0.3680480890429251,0,first
0.0,Police Academy Productions,USA,Jerry Paris,Comedy,43579163.0,Police Academy 3: Back in Training,PG,1986-03-21,83,5.2,Steve Guttenberg,35443,Neal Israel,1986,-0.34702005805766756,0.5920164957638504,0,first
175000.0,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,7137502.0,She's Gotta Have It,R,1986-08-08,84,6.6,Tracy Camilla Johns,5257,Spike Lee,1986,-0.7864797756344376,0.1458715117585678,0,first
0.0,Touchstone Pictures,USA,Jim Abrahams,Comedy,71624879.0,Ruthless People,R,1986-06-27,93,6.9,Bette Midler,22554,Dale Launer,1986,-0.006236772289834589,0.9327997815316835,0,first
8700000.0,Delphi V Productions,USA,Paul Michael Glaser,Action,4865912.0,Band of the Hand,R,1986-04-11,109,6.3,Stephen Lang,2297,Leo Garen,1986,-0.6512478593307383,-0.044564550812415206,0,first
0.0,Cannon Group,USA,John Frankenheimer,Crime,5186646.0,52 Pick-Up,R,1986-11-07,110,6.4,Roy Scheider,3866,Elmore Leonard,1986,-0.8135272455424654,0.12550930827905257,0,first
0.0,Paramount Pictures,USA,Randa Haines,Drama,31853080.0,Children of a Lesser God,R,1986-10-31,119,7.2,William Hurt,12538,Mark Medoff,1986,-0.4895036050609365,0.4495329487605815,0,first
12000000.0,Columbia Pictures Corporation,USA,Mark L. Lester,Action,15945534.0,Armed and Dangerous,PG-13,1986-08-15,88,5.6,John Candy,9040,Brian Grazer,1986,-0.45358694307267894,0.027031341365122002,0,first
1100000.0,Black Snake,USA,Jim Jarmusch,Comedy,1436000.0,Down by Law,R,1986-10-30,107,7.8,Tom Waits,39456,Jim Jarmusch,1986,-0.8380904797448916,0.05892439938311895,0,first
10000000.0,Orion Pictures,USA,Robert Mandel,Action,20603715.0,F/X,R,1986-02-07,109,6.7,Bryan Brown,14502,Robert T. Megginson,1986,-0.435186942961467,0.12183438637362023,0,first
0.0,Fuji Television Network,Japan,Masanori Hata,Adventure,13245219.0,The Adventures of Milo and Otis,G,1989-08-25,90,7.1,Ky�ko Koizumi,9178,Masanori Hata,1986,-0.7156075851729478,0.22342896864857012,0,first
0.0,Religioso Primitiva,USA,Jonathan Demme,Comedy,8362969.0,Something Wild,R,1986-11-07,114,6.9,Jeff Daniels,13186,E. Max Frye,1986,-0.7749317684792325,0.1641047853422854,0,first
18000000.0,Gladden Entertainment,USA,Marshall Brickman,Sci-Fi,3900000.0,The Manhattan Project,PG-13,1986-06-13,117,6.1,John Lithgow,4666,Marshall Brickman,1986,-0.48534756944646623,-0.2339384197005235,0,first
5000000.0,Paramount Pictures,USA,Fred Walton,Horror,12947763.0,April Fool's Day,R,1986-03-28,89,6.2,Deborah Foreman,11458,Danilo Bach,1986,-0.6237181646869698,0.12431077689133262,0,first
25000000.0,Brooksfilms,USA,Alan Johnson,Action,1579260.0,Solarbabies,PG-13,1986-11-26,94,4.8,Richard Jordan,3397,Walon Green,1986,-0.37984153529297565,-0.39584304268753434,0,first
0.0,Kings Road Entertainment,USA,Jim McBride,Comedy,17685307.0,The Big Easy,R,1987-08-28,102,6.6,Dennis Quaid,10022,Daniel Petrie Jr.,1986,-0.6616561090281303,0.27738044479338764,0,first
0.0,Lawrence Gordon Productions,USA,Penny Marshall,Comedy,25587804.0,Jumpin' Jack Flash,R,1986-10-10,105,5.8,Whoopi Goldberg,15703,David Franzoni,1986,-0.5656329269695782,0.3734036268519396,0,first
40000000.0,Carthago Films S.a.r.l.,France,Roman Polanski,Adventure,1641825.0,Piratas,PG-13,1986-07-18,121,6.1,Walter Matthau,6596,John Brownjohn,1986,-0.09256989008017097,-0.6815942342043757,3,fourth
0.0,Meltdown Productions,UK,Jimmy T. Murakami,Animation,5274.0,When the Wind Blows,,1988-03-11,80,7.8,Peggy Ashcroft,7900,Raymond Briggs,1986,-0.8764860580379442,0.06255049578357375,0,first
10000000.0,Touchstone Pictures,USA,Jeff Kanew,Comedy,21458229.0,Tough Guys,PG,1986-10-03,104,6.2,Burt Lancaster,5584,James Orr,1986,-0.4248037497260148,0.13221757960907246,0,first
0.0,Compa��a Iberoamericana de TV,Spain,Pedro Almod�var,Drama,206952.0,Matador,NC-17,1986-03-07,110,7.0,Assumpta Serna,8959,Pedro Almod�var,1986,-0.8740354701653761,0.06500108365614174,0,first
0.0,New World Pictures,USA,Harley Cokeliss,Action,6637565.0,Black Moon Rising,R,1986-01-10,100,5.4,Tommy Lee Jones,4045,John Carpenter,1986,-0.7958971396038977,0.14313941421762014,0,first
12000000.0,Cinema Group Ventures,USA,Roger Spottiswoode,Comedy,7790931.0,The Best of Times,PG-13,1986-01-31,104,5.9,Robin Williams,5523,Ron Shelton,1986,-0.5526734632553775,-0.0720551788175765,0,first
2000000.0,Paragon Arts International,UK,Kevin Tenney,Horror,7369373.0,Witchboard,R,1987-03-13,98,5.7,Todd Allen,4744,Kevin Tenney,1986,-0.7488034236098594,0.11383008531437226,0,first
14000000.0,Touchstone Pictures,USA,Paul Mazursky,Comedy,62134225.0,Down and Out in Beverly Hills,R,1986-01-31,103,6.1,Nick Nolte,13569,Ren� Fauchois,1986,0.14585301893996522,0.5500682584804802,3,fourth
8500000.0,Capital Equipment Leasing,UK,Trevor Nunn,Biography,277646.0,Lady Jane,PG-13,1986-02-07,136,7.2,Helena Bonham Carter,5364,Chris Bryant,1986,-0.7108199974923406,-0.09649638448428892,0,first
0.0,Columbia Pictures Corporation,USA,Thomas Michael Donnelly,Crime,7634909.0,Quicksilver,PG,1986-02-14,105,5.6,Kevin Bacon,3720,Thomas Michael Donnelly,1986,-0.7837784201046047,0.15525813371691313,0,first
0.0,Sunbow Productions,USA,Mike Joens,Animation,5958456.0,My Little Pony: The Movie,G,1986-06-06,86,6.0,Danny DeVito,2125,George Arthur Bloom,1986,-0.8041489879936664,0.13488756582785155,0,first
0.0,Virgin Vision,UK,Ken Russell,Horror,916172.0,Gothic,R,1987-04-10,87,5.7,Gabriel Byrne,5843,Lord Byron,1986,-0.8654177432393722,0.0736188105821458,0,first
18000000.0,Producers Sales Organization (PSO),USA,Hal Ashby,Action,1305114.0,8 Million Ways to Die,R,1986-04-25,115,5.7,Jeff Bridges,3607,Lawrence Block,1986,-0.5168780098628546,-0.2654688601169119,0,first
0.0,TriStar Pictures,USA,Richard Pearce,Crime,12303904.0,No Mercy,R,1986-12-19,106,5.7,Richard Gere,5564,James Carabatsos,1986,-0.7270454967114711,0.21199105711004684,0,first
0.0,Orion Pictures,USA,Gene Wilder,Comedy,8033397.0,Haunted Honeymoon,PG,1986-07-25,82,5.6,Gene Wilder,5549,Gene Wilder,1986,-0.7789363953911315,0.16010015843038639,0,first
0.0,Empire Pictures,USA,Ted Nicolaou,Comedy,320256.0,TerrorVision,R,1986-02-14,83,5.7,Diane Franklin,4620,Ted Nicolaou,1986,-0.8726587141071375,0.06637783971438033,0,first
0.0,Golan-Globus Productions,USA,Gary Nelson,Action,3751699.0,Allan Quatermain and the Lost City of Gold,PG,1987-01-30,99,4.4,Richard Chamberlain,7491,H. Rider Haggard,1986,-0.8309632758282565,0.10807327799326147,0,first
0.0,HandMade Films,UK,Neil Jordan,Crime,5794184.0,Mona Lisa,R,1986-06-13,104,7.4,Bob Hoskins,10747,Neil Jordan,1986,-0.8061450558394526,0.13289149798206526,0,first
0.0,Delphi Films,USA,Garry Marshall,Comedy,32324557.0,Nothing in Common,PG,1986-07-30,118,5.9,Tom Hanks,5345,Rick Podell,1986,-0.48377469155329195,0.45526186226822596,0,first
8000000.0,Cannon Group,USA,J. Lee Thompson,Action,11834302.0,Firewalker,PG,1986-11-21,104,5.0,Chuck Norris,4752,Robert Gosnell,1986,-0.579945537313539,0.0534788369188342,0,first
0.0,Cannon Screen Entertainment,UK,Nicolas Roeg,Adventure,483460.0,Castaway,R,1987-09-11,117,6.0,Oliver Reed,2649,Lucy Irvine,1986,-0.8706756235213792,0.0683609303001387,0,first
3300000.0,Amaretto Films,USA,Richard Wenk,Comedy,4941117.0,Vamp,R,1986-07-18,93,5.9,Chris Makepeace,3909,Donald P. Borchers,1986,-0.7534781545484449,0.05949337519255088,0,first
0.0,British Film Institute (BFI),UK,Derek Jarman,Biography,3151.0,Caravaggio,,1986-08-29,93,6.7,Noam Almaz,4072,Derek Jarman,1986,-0.876511854595097,0.06252469922642094,0,first
0.0,Les Films Plain Chant,France,Leos Carax,Crime,21483.0,Mauvais Sang,UNRATED,1986-11-26,116,7.3,Michel Piccoli,4922,Leos Carax,1986,-0.8762891025999368,0.06274745122158114,0,first
0.0,Paramount Pictures,USA,Duncan Gibbins,Drama,4636169.0,Fire with Fire,PG-13,1986-05-09,103,6.6,Craig Sheffer,1264,Bill Phillips,1986,-0.8202160874604116,0.11882046636110623,0,first
15000000.0,Warner Bros.,USA,Harold Ramis,Comedy,12308521.0,Club Paradise,PG-13,1986-07-11,96,4.9,Robin Williams,5049,Harry Shearer,1986,-0.4404779772141116,-0.07446426012223972,0,first
40000000.0,Universal Pictures,USA,Ivan Reitman,Comedy,49851591.0,Legal Eagles,PG,1986-06-20,116,5.9,Robert Redford,8374,Ivan Reitman,1986,0.4932266167224496,-0.09579772740175496,3,fourth
0.0,Thorn EMI Screen Entertainment,UK,Christopher Morahan,Comedy,1476356.0,Clockwise,PG,1986-10-10,96,6.6,John Cleese,9689,Michael Frayn,1986,-0.858610951636884,0.08042560218463393,0,first
0.0,Atlantic Entertainment Group,USA,Robert M. Young,Drama,13418091.0,Extremities,R,1986-08-22,89,6.3,Farrah Fawcett,2705,William Mastrosimone,1986,-0.7135070187913565,0.22552953503016146,0,first
13000000.0,Metro-Goldwyn-Mayer (MGM),USA,Brian De Palma,Comedy,8475466.0,Wise Guys,R,1986-04-18,100,5.6,Danny DeVito,4573,George Gallo,1986,-0.5252549223557897,-0.08283816036663191,0,first
0.0,Atlantic Entertainment Group,USA,Peter Medak,Drama,2444076.0,The Men's Club,R,1986-09-19,101,4.5,David Dukes,680,Leonard Michaels,1986,-0.8468521931404616,0.0921843606810563,0,first
0.0,DD Productions,Switzerland,Claude Berri,Drama,4940939.0,Jean de Florette,PG,1987-08-28,120,8.1,Yves Montand,20914,Claude Berri,1986,-0.8165128294653773,0.12252372435614055,0,first
0.0,Balcor Film Investors,USA,Tom DeSimone,Drama,2510433.0,Reform School Girls,R,1986-08-22,94,5.2,Linda Carol,1717,Jack Cummins,1986,-0.8460458897287856,0.09299066409273225,0,first
0.0,DD Productions,Switzerland,Claude Berri,Drama,3940542.0,Manon of the Spring,PG,1987-12-04,113,8.0,Yves Montand,17849,Claude Berri,1986,-0.8286686459448812,0.11036790787663675,0,first
17000000.0,HandMade Films,UK,Jim Goddard,Adventure,2315683.0,Shanghai Surprise,PG-13,1986-08-29,97,3.1,Sean Penn,4339,John Kohn,1986,-0.5236993547116015,-0.23408868251701584,0,first
16000000.0,Lorimar Productions,USA,Sidney Lumet,Drama,3800000.0,Power,R,1986-01-31,111,5.7,Richard Gere,2287,David Himmelstein,1986,-0.5247641911486559,-0.19695199650542722,0,first
0.0,,USA,Jerry Kramer,Comedy,604849.0,Modern Girls,PG-13,1986-11-07,84,5.9,Daphne Zuniga,1023,Laurie Craig,1986,-0.8692006266884913,0.06983592713302654,0,first
20000000.0,De Laurentiis Entertainment Group (DEG),USA,Bruce Beresford,Comedy,22905500.0,Crimes of the Heart,PG-13,1987-01-23,105,6.4,Diane Keaton,3079,Beth Henley,1986,-0.2162103583650012,-0.041204253516344574,0,first
